movieId,title,genres,director,cast
992,Soorpanagai,"Mystery, Thriller",Caarthick Raju,"Regina Cassandra, Akshara Gowda, Sathish"
993,Home Tour - A Bachelor Party,Comedy,VJ Sidhu,"VJ Sidhu, Harshath Khan, Surya Vijishankar"
994,Karparaa,Drama,Vignesh Kumulai,"Sundharammal, unknown, unknown"
995,Moothakudi,"Action, Family",Ravi Pargavan,"Tarun Gopi, Prakash Chandra, Anvisha"
996,Trap,"Thriller, Mystery, Horror",Mukesh,"Mukesh, Kanchivan, Haresh Babu"
997,Burqa,Drama,K. M. Sarjun,"Kalaiyarasan, Mirnaa, G. M. Kumar"
998,Harkara,"History, Drama",Ram Arun Castro,"Ram Arun Castro, Kaali Venkat, Pitchaikaran Moorthy"
999,Naadu,Drama,M. Saravanan,"Tharshan Thiyagarajah, Mahima Nambiar, Singampuli"
1000,Unnaal Ennaal,,A.R.Jayakrishnaa,"Sonia Agarwal, Ravi Mariya, Rajesh"
1001,Bakasuran,"Thriller, Drama",Mohan G,"Selvaraghavan, Natarajan Subramaniam, Radha Ravi"
1002,Appatha,"Drama, Family, Comedy",Priyadarshan,"Urvashi, Siddharth Babu, Y. G. Mahendran"
1003,Odavum Mudiyadhu Oliyavum Mudiyadhu,"Horror, Action, Comedy",Ramesh Venkat,"Sathyamurthi .V, Gopi Aravindh, Sudhakar Jayaraman"
1004,Bommai,"Drama, Romance, Thriller",Radha Mohan,"S. J. Suryah, Priya Bhavani Shankar, Chandhini Tamilarasan"
1005,Om Vellimalai,"Drama, Comedy",Om Vijay,"Supergood Subramani, Veera Subash, Anju Krishna Ashok"
1006,Raakadhan,"Crime, Thriller",Dinesh Kalaiselvan,"Vamsi Krishna, Riyaz Khan, Dinesh Kalaiselvan"
1007,Die No Sirs,"Action, Drama",M.R. Madhavan,"Udhay Karthik, Sai Priya Deva, Rishi Rithvik"
1008,Jigiri Dosthu,"Thriller, Comedy",Aran V,"Shariq Hassan, Aran V, Ammu Abhirami"
1009,Vinveli Devathai,"Comedy, Romance",Shalini Balasundaram,"Shalini Balasundaram, Auro Chakkravarthy, Shamvanan"
1010,Aadhitya Arunachalam,"Action, Drama",Ben G,"Gaffar, Banumathi, Shamini Ramasamy"
1011,Ulagammai,,Jayaprakash Veerapan,"G. Marimuthu, G. M. Sundar, Gouri G Kishan"
1012,Kapil Returns,Drama,Srini Soundarajan,"Srini Soundarajan, Saravanan, Riyaz Khan"
1013,Veeman,"Drama, Thriller",Keera,"Vijay Karthik, Venmathi, Vasagar"
1014,Kadavulukku Oru Kaditham,"Comedy, Crime",Abu Baker Siddiq,"Sasitharan K. Rajoo, Devyanaa Hasan, B. Gobbinath"
1015,Deiva Machan,"Family, Fantasy, Drama",Martyn Nirmal Kumar,"Vimal, Neha Jha, Anitha Sampath"
1016,Akku,"Thriller, Crime, Horror",Stalin V,"Prajin Padmanabhan, Ventakesh, Gayatri Rema"
1017,Rajamagal,"Drama, Family",I. Henry,"Aadukalam Murugadoss, Bagavathi Perumal, Velina"
1018,Vil Vithai,Thriller,S Hari Uthraa,"Arun Micheal Daniel, Aarathya, Vaishnavi Naayak"
1019,Thee Ivan,"Family, Drama",T. M. Jayamurugan,"Karthik Muthuraman, Suman Jayamurugan, Sukanya"
1020,Maya Bazaar,"Family, Comedy, Romance",Deepban M. Vignesh,"Thevaguru Suppiah, Thasha Krishnakumar, Kuben Mahadevan"
1021,A Fly Floating In The Midst Of The Milk,"Drama, Thriller",Lingeshwer S,"Sathya Kanagavel, Sam Kumar, unknown"
1022,Web,Thriller,N Haroon,"Natarajan Subramaniam, Shilpa Manjunath, Subha Priya Malar"
1023,Sand,Drama,Visakesa Chandrasekaram,"Sivakumar Lingeswaran, Kamala Sri Mohan Kumar, Thurkka Magendran"
1024,Echo,"Thriller, Horror",Nawin Ghanesh,"Srikanth, Vidhya Pradeep, Pooja Jhaveri"
1025,Va Varalam Va,"Comedy, Thriller, Drama",Suresh Babu .R,"Balaji Murugadoss, Mahana Sanjeevi, Redin Kingsley"
1026,Mathimaran,"Crime, Drama",Mantra Veerapandian,"Ivana, Venkat Senguttuvan, M. S. Bhaskar"
1027,The Copper Story: Untold,,Latha Krishna,"unknown, unknown, unknown"
1028,Maalai Nera Malipoo,Drama,Sanjay Narayanan,"Vinithra Madhavan Menon, Master Ashwin, Dhinesh Pandiyar"
1029,Saandrithazh,"Drama, Thriller",J.V.R,"Harikumar, Ashika Ashokan, Roshan Basheer"
1030,Locker,"Romance, Thriller",Rajasekar Natarajan,"Vignesh Shanmugam, Niranjani Ashokan, Nivas Adithan"
1031,Do Over,Drama,Sharvi,"Maanav, Maria Pinto, Neffie Amelia"
1032,Thalli Pogathey,"Drama, Romance, Music",Guna Jayakumar,"Thevaguru Suppiah, Hamsni Perumal, Renny Martin"
1033,Thuritham,"Thriller, Romance",V. Srinivasan,"Sandiyar Jegan, Eden Kuriakose, Balasaravanan"
1034,Bell,"Mystery, Thriller",R. Vengat Bhuvan,"Guru Somasundaram, Nithish Veera, Sridhar"
1035,The Happening: Scuffle,"Thriller, Science Fiction, Horror",Jaidev,"Jaidev, Sohan Shetty, Hari Haran R"
1036,Black 'n' White,Drama,S. Dheekshi,"Karthik Raj, Arthika, Shravnitha"
1037,Aayiram Porkaasugal,"Comedy, Romance, Drama",Ravi Murukaya,"Vidharth, Arundhathi Nair, Saravanan"
1038,Kabadi Bro,,Sathish Jayaraman,"Sujann Chandru, Priya Laal, Singampuli"
1039,Kaaval The Movie,"Crime, Drama",R. Lawrence,"R. Lawrence, Thivya Naidu, Aghonderan Sahadevan II"
1040,Club House,"Action, Thriller",Amin,"Deisho Sivabaalan, Shamvanan, Leanesh Sivabaalan"
1041,Marakkave Ninaikiren,"Drama, Romance",Nava Yugan A A,"Rishikanth, Rohini Natarajan, Vadivel Murugan"
1042,Aathmika,"Horror, Thriller",Unknown,"unknown, unknown, unknown"
1043,BOYS,"Comedy, Crime, Thriller",Saran,"Saran, Praneet Raj, Raaja Kondalaia"
1044,Aagayam Tholaindhu Pogum,Romance,Akilash Sooravally,"Sanjoey, Vidhya Shanmugam, unknown"
1045,Yokkiyan,Thriller,Saipraba Meena,"Jai Akash, Rs Kavitha, Kushi Mugar Ji"
1046,Theedhum Soodhum Endhan Mugavari,"Crime, Thriller",Ghitha Mohhan,"Sreekumar Jay, Angana Arya, Avinash"
1047,Pudhu Vedham,Drama,Rasavikram,"J Vignesh, Ramesh Thilaganathan, Varunika"
1048,Sila Nodigalil,"Mystery, Drama, Thriller",Vinay Bharadwaj,"Richard Rishi, Punnagai Poo Gheetha, Yashika Anand"
1049,GR3Y,"Mystery, Thriller, Fantasy",Nishanth Manisekar,"Kuldeep Kolle, Joseph Wesley, Kuldeep Kolle"
1050,Noodles,Thriller,Madhan Kumar Dhakshinamoorthy,"Harish Uthaman, Sheela Rajkumar, Madhan Kumar Dhakshinamoorthy"
1051,Kadamai,Drama,Fleming christy,"Nitish, Fleming christy, Yovien"
1052,Kuttrappinnani,,N.P. Ismail,"Saravanan, Deepali, Dhakshayini"
1053,Addiction,Drama,Vidhun Chandragupthan,"Mukesh, N Praveen, Maadhavan Ramesh"
1054,Siruvan Samuel,"Family, Drama",Sadhu Burlington,"Ajidhan Thavasimuthu, Vishnu K G, Mersin"
1055,Seri... Ippo Enna Panlam?,Comedy,Sriram Jagathisan,"Sharath Venkateswaran, Anam Saatvik Reddy, LC Vigneshwaran"
1056,Striker,"Horror, Thriller",S. A. Prabu,"Justin Vijay, Vidhya Pradeep, Kasturi Shankar"
1057,1982 Anbarasin Kaadhal,"Romance, Thriller",Ullas Shankar,"Ashik Merlin, Arunima Raj, Amal Raveendran"
1058,Maatrangale Vidai,"Music, Drama",Vignesh,"Mithran, Sriram, Ansari"
1059,Aramudaitha Kombu,Drama,Jackson Raj,"A.K Anand, Jesi Rathnavathy, unknown"
1060,Prisoners,Drama,Koshal Ram Vaikunth,"Ashwin Kumar, Roshan Raj, unknown"
1061,Today's Sunlight Falls Weakly on You,,Lim Yuzheng,"Sithira Thevi, unknown, unknown"
1062,Jai Vijayam,Thriller,Jai Akash,"Jai Akash, Akshaya Kandamuthan, Atchaya Ray"
1063,Racer,"Action, Drama",Satz Rex,"Akil Santhosh, Lavanya Anbazhagan, Arumugam Bala"
1064,Enaku Endey Kidaiyaathu,"Mystery, Thriller",Vikram Ramesh,"Vikram Ramesh, Karthik Venkatraman, Swayam Siddha"
1065,Thiraiyin Marupakkam,"Comedy, Drama",Nitin Samson,"Mohammed Ghouse, Natarajan Manigandan, Hema Genelia"
1066,Abijith's Alone,Drama,Abijith Jay,"Abijith Jay, Shafna Ashraf, Agnel Niju"
1067,Kidugu,,veera murugan,"Kalloori Vinoth, Birla Bose, Komban Enba"
1068,Aima,"Thriller, Mystery",Rahul R Krishna,"Yunus Mohammed, Shanmugam Ramasamy, Elvin Juliet"
1069,Diary,"Horror, Mystery",Vathani Kunasegarran,"Ravin Rao Santeran, Hamsni Perumal, Shahstan Kurup"
1070,Naayaadi,,Aadharsh Madhikaandham,"Aadharsh Madhikaandham, Kadhambari Sowmya, Malavika Manoj"
1071,Bumper,"Drama, Action, Comedy",M. Selvakumar,"Vetri, Shivani Narayanan, Hareesh Peradi"
1072,Route No 17,,Unknown,"unknown, unknown, unknown"
1073,STRIKER'S GAME,"Crime, Comedy, Drama",Praneet Raj,"Saran, Sowntharya Maran, Raaja Kondalaia"
1074,Oongi Adicha Ondra Ton Weightu Da,"Crime, Drama",Siva G,"Siva G, Himasree, unknown"
1075,Anbendraale Amma,"Family, Drama",Shafiq,"Mukesh, Harini Srinivasan, Bala Viknesh"
1076,Ninaivo Oru Paravai,,Kabilan Plondran,"Karnan Kanapathy, Thivya Naidu, unknown"
1077,Rider Rukmani,Drama,Guhan,"Jesey Rukkmani, Kavitha Ravi, unknown"
1078,Nightingales in the Cocoon,,Praveen Giri,"Sundar, Abhinav, unknown"
1079,Karuppu Pakkam,Drama,Broadway Sundar,"Raj Kapoor, Sincy Shajan, Vajra Ram"
1080,Narkaram,Crime,John Lee,"Vikran, Pavithra, John Lee"
1081,Naam Katra Isai,,Saresh D'seven,"unknown, unknown, unknown"
1082,KanNeera,Romance,Kathir Raven S,"Kathir Raven S, Maya Glammy, Nanthakumar-NKR"
1083,COMPANION,Drama,Vignesh Paramasivam,"Pasupathi Raj, Leela Samson, unknown"
1084,Yellow Cat in Memory Lane,Documentary,T.Pandiaraju,"T. K. Doraiswamy, unknown, unknown"
1085,"Platform Ghosts – Turker, Farmer, Bot",Documentary,Aarti Sunder,"unknown, unknown, unknown"
1086,Harbour Chapter 1,"Action, Drama",Megna,"Megna, Hussaini, Dr SK"
1087,Dance Today,Drama,Unknown,"unknown, unknown, unknown"
1088,Thuvaanam,,Sivan Suthan,"unknown, unknown, unknown"
1089,Saayai,"Drama, Crime, Thriller",Shailesh Nathan,"Mukesh, KK, Balachandar"
1090,Jenni,,B.Nithianandam,"unknown, unknown, unknown"
1091,Siruthuli Peruvellam,Drama,Vignesh,"Mithran, Dharmalingam, Vidhun Chandragupthan"
1092,Kodai,"Comedy, Drama, Music",Unknown,"unknown, unknown, unknown"
1093,120 KMPH,Drama,Unknown,"unknown, unknown, unknown"
1094,The Failed Artist,Drama,L. S. Madhesh,"L. S. Madhesh, Monish Suresh, unknown"
1095,Demonte Colony 2,"Horror, Thriller",R. Ajay Gnanamuthu,"Arulnithi, Priya Bhavani Shankar, Tsering Dorjee Bawa"
1096,Maharaja,"Action, Thriller",Nithilan Saminathan,"Vijay Sethupathi, Anurag Kashyap, Sachana Namidass"
1097,Vettaiyan,"Crime, Drama",T. J. Gnanavel,"Rajinikanth, Amitabh Bachchan, Fahadh Faasil"
1098,The Greatest of All Time,"Action, Drama, Thriller",Venkat Prabhu,"Vijay, Prashanth, Prabhu Deva"
1099,Siren,"Thriller, Crime, Action",Anthony Bhagyaraj,"Jayam Ravi, Keerthy Suresh, Samuthirakani"
1100,Kanguva,"Drama, Action",Siva,"Suriya, Bobby Deol, Disha Patani"
1101,Vaazhai,"Drama, Family",Mari Selvaraj,"Ponvel, Rahul R., Kalaiyarasan"
1102,Amaran,"Action, Drama, War",Rajkumar Periasamy,"Sivakarthikeyan, Sai Pallavi, Rahul Bose"
1103,Raayan,"Action, Drama, Thriller",Dhanush,"Dhanush, Dushara Vijayan, Sundeep Kishan"
1104,Lubber Pandhu,"Family, Romance, Drama, Comedy",Tamizharasan Pachamuthu,"Harish Kalyan, Sanjana Krishnamoorthy, Dinesh Ravi"
1105,Kottukkaali,Drama,P. S. Vinothraj,"Anna Ben, Soori, Jawahar Sakthi"
1106,Akkaran,"Thriller, Crime",Arun K Prasad,"M. S. Bhaskar, Kabali Vishwanth, Venba"
1107,Thangalaan,"Adventure, Action, Fantasy, History",Pa. Ranjith,"Vikram, Parvathy Thiruvothu, Malavika Mohanan"
1108,Indian 2: Zero Tolerance,"Drama, Action, Thriller",Shankar,"Kamal Haasan, Siddharth, Priya Bhavani Shankar"
1109,Aalan,Drama,R. Siva,"Vetri, Anu Sithara, Mathura"
1110,Weapon,"Action, Thriller",Guhan Senniappan,"Sathyaraj, Vasanth Ravi, Tanya Hope"
1111,Soorarai Pottru,"Drama, Action",Sudha Kongara Prasad,"Suriya, Aparna Balamurali, Paresh Rawal"
1112,Captain Miller,"Action, War",Arun Matheswaran,"Dhanush, Priyanka Arul Mohan, Nivedhithaa Sathish"
1113,PT Sir,"Comedy, Drama",Karthik Venugopalan,"HipHop Tamizha Adhi, Kashmira Pardesi, Anikha Surendran"
1114,Bloody Beggar,"Comedy, Drama",Sivabalan Muthukumar,"Kavin Raj, Redin Kingsley, Maruthi Prakashraj"
1115,Rathnam,"Action, Romance",Hari,"Vishal Krishna, Priya Bhavani Shankar, Samuthirakani"
1116,Star,"Drama, Romance",Elan,"Kavin Raj, Lal, Aaditi Pohankar"
1117,Brother,"Drama, Family, Comedy",M. Rajesh,"Jayam Ravi, Priyanka Arul Mohan, Natarajan Subramaniam"
1118,Meiyazhagan,"Family, Drama",C. Prem Kumar,"Karthi, Arvind Swamy, Rajkiran"
1119,Athomugam,"Thriller, Drama",Sunil Dev,"S. P. Siddharth, Chaitanya Pratap, Ananth Nag"
1120,Chennaiyil Vaanam Megamootathudan Kaanapadum,"Thriller, Drama, Mystery",Ramesh Govindarajan,"Ramesh Govindarajan, Mime Gopi, Harini Ramesh"
1121,Saamaniyan,"Action, Drama",R. Rahesh,"Ramarajan, Leo Shivakumar, Radha Ravi"
1122,Boat,"Comedy, Adventure",Chimbu Deven,"Yogi Babu, Gouri G Kishan, M. S. Bhaskar"
1123,Ayalaan,"Science Fiction, Action, Adventure",R. Ravi Kumar,"Sivakarthikeyan, Siddharth, Venkatesh Senguttuvan"
1124,Pechi,Horror,Ramachandran B,"Gayathrie Shankar, Balasaravanan, Preethi Nedumaran"
1125,Lal Salaam,"Drama, Action",Aishwarya Rajinikanth,"Vishnu Vishal, Vikranth, Rajinikanth"
1126,Lover,"Romance, Drama",Prabhuram Vyas,"K. Manikandan, Sri Gouri Priya Reddy, Kanna Ravi"
1127,Raghu Thatha,"Comedy, Drama",Suman Kumar,"Keerthy Suresh, M. S. Bhaskar, Devadarshini"
1128,The Boys,"Comedy, Horror",Santhosh P. Jayakumar,"Santhosh P. Jayakumar, Shah Ra, Arshad"
1129,Nilavuku En Mel Ennadi Kobam,"Romance, Drama",Dhanush,"Pavish, Anikha Surendran, Priya Prakash Varrier"
1130,Viduthalai: Part II,"Drama, Crime, Action, History",Vetrimaaran,"Soori, Vijay Sethupathi, Bhavani Sre"
1131,Pogumidam Vegu Thooramillai,"Thriller, Family, Drama",Micheal K.Raja,"Vimal, Karunas, Mery Rickets"
1132,Quotation Gang Part 1,"Crime, Mystery, Action, Thriller",Vivek Kumar Kannan,"Jackie Shroff, Priyamani, Sunny Leone"
1133,Vithaikkaaran,"Thriller, Drama, Comedy",Venki,"Sathish, Simran Gupta, Anandaraj"
1134,Andhagan,"Crime, Thriller",Thyagarajan,"Prashanth, Simran, Priya Anand"
1135,Double Tuckerr,"Fantasy, Comedy",Meera Mahadhi,"Dheeraj, Smruthi Venkat, Kovai Sarala"
1136,Aranmanai 4,"Horror, Comedy",Sundar C,"Sundar C, Tamannaah Bhatia, Raashii Khanna"
1137,Agrinai,"Horror, Science Fiction, Thriller",Thanesh Perrabu,"Perrabu Viknesh, Aghonderan Sahadevan, Umaghandan"
1138,Joshua Imai Pol Kaakha,"Action, Crime, Thriller",Gautham Vasudev Menon,"Varun Kamal, Raahei, Krishna Kulasekaran"
1139,Guardian,"Horror, Thriller",Guru Saravanan,"Hansika Motwani, Suresh Chandra Menon, Sriman"
1140,Pambattam,,V. C. Vadivudaiyan,"Jeevan, Mallika Sherawat, Yashika Anand"
1141,Kadaisi Ulaga Por,"Science Fiction, Action, Thriller",HipHop Tamizha Adhi,"HipHop Tamizha Adhi, Anagha, Nassar"
1142,Boomer Uncle,"Horror, Comedy",M. S. Swadees,"Oviya Helen, Yogi Babu, Robo Shankar"
1143,Black,"Science Fiction, Mystery, Thriller, Horror",Balasubramani KG,"Jiiva, Priya Bhavani Shankar, Vivek Prasanna"
1144,Karuppu Petti,"Comedy, Family, Drama",S. Doss,"KC .Prabath, Devika Venu, Chithha R. Darshan"
1145,Petta Rap,"Action, Music",SJ Sinu,"Prabhu Deva, Vedhika, Riyaz Khan"
1146,Por,"Drama, Thriller",Bejoy Nambiar,"Arjun Das, Kalidas Jayaram, TJ Bhanu"
1147,Sir,,Bose Venkat,"Vimal, Saravanan, unknown"
1148,Inga Naan Thaan Kingu,"Comedy, Thriller",Anand Narayan,"Santhanam, Priyalaya, Thambi Ramaiah"
1149,Oru Kadha Sollattaa Sir,"Fantasy, Comedy",Kash Villanz,"Kash Villanz, Vikadakavi Magen, Moon Nilaa"
1150,Curry Mee,"Comedy, Drama, Family, Music, Romance",Kash Villanz,"S. Gana, Echo Quah, Ropie Cecupak"
1151,Kiss,,Sathish Krishnan,"Kavin Raj, Preethi Asrani, Prabhu"
1152,Dopamine @ 2.22,"Thriller, Crime, Drama",Dhirav,"Dhirav, Nikhila Shankar, Vijaya Lakshmi"
1153,Mazhai Pidikatha Manithan,"Action, Thriller",S. D. Vijay Milton,"Vijay Antony, Megha Akash, R. Sarathkumar"
1154,Vadakkupatti Ramasamy,"Comedy, Drama, Fantasy, Science Fiction",Karthik Yogi,"Santhanam, Megha Akash, Tamizh"
1155,Kaazh,Drama,Mohanraj VJ,"Yugendran, Mark Robert Walters, Kamal Krishna"
1156,Nandhan,Drama,Era. Saravanan,"M. Sasikumar, Suruthi Periyasamy, S. Mathesh"
1157,Mission: Chapter 1,"Thriller, Action",A. L. Vijay,"Arun Vijay, Amy Jackson, Nimisha Sajayan"
1158,Hot Spot,Drama,Vignesh Karthik,"Kalaiyarasan, Sofia Manikandan, Janani Iyer"
1159,Rebel,"Action, Drama",Nikesh . Rs,"G. V. Prakash Kumar, Mamitha Baiju, Karunas"
1160,Nanban Oruvan Vantha Piragu,Drama,Ananth Ram,"Ananth Ram, Bhavani Sre, Mirchi Vijay"
1161,Phoenix,Action,ANL Arasu,"Surya Vijay Sethupathi, Varalaxmi Sarathkumar, Sampath Raj"
1162,Ranam Aram Thavarel,"Mystery, Thriller",Sherief,"Vaibhav Reddy, Nandita Swetha, Tanya Hope"
1163,Chiclets,Drama,Muthu.M,"Sathvik Varma, Jack Robinson, Nayan Karishma"
1164,Singapore Saloon,"Comedy, Drama, Family",Gokul,"RJ Balaji, Meenakshi Chaudhary, Sathyaraj"
1165,Jama,Drama,Pari Elavazhagan,"Pari Elavazhagan, Ammu Abhirami, Chetan"
1166,Garudan,"Action, Crime, Thriller",R. S. Durai Senthilkumar,"Soori, Unni Mukundan, M. Sasikumar"
1167,Siragan,"Crime, Thriller",Venkateshwaraj,"Gajaraj, Vinoth GD, 'Jeeva' Ravi"
1168,7/G,Horror,N Haroon,"Sonia Agarwal, Smruthi Venkat, Siddarth Vippin"
1169,Pon Ondru Kanden,"Romance, Comedy",V. Priya,"Ashok Selvan, Aishwarya Lekshmi, Vasanth Ravi"
1170,Blue Star,Drama,S. Jayakumar,"Ashok Selvan, Shanthanu Bhagyaraj, Keerthi Pandian"
1171,Romeo,"Romance, Comedy, Drama",Vinayak Vaithianathan,"Vijay Antony, Mirnalini Ravi, Yogi Babu"
1172,Devil,"Horror, Thriller",G. R. Adithya,"Poorna, Vidharth, Thrigun"
1173,Rasavathi,"Drama, Thriller, Romance",Santha Kumar,"Arjun Das, Tanya Ravichandran, Sujith Sankar"
1174,Veerayi Makkal,"Family, Drama",Nagaraj Karuppaiah,"Suresh Nandha, Vela Ramamoorthy, G. Marimuthu"
1175,White Rose,"Crime, Thriller",K Rajashekar,"Anandhi, R. K. Suresh, Rooso Sreedharan"
1176,Fire on the Water,"Drama, Comedy",Shanjhey Kumar Perumal,"Karnan Kanapathy, Rubini Sambanthan, Rupini Krishnan"
1177,Hitler,"Action, Drama",Dhana,"Vijay Antony, Riya Suman, Gautham Vasudev Menon"
1178,Saala,"Action, Drama",S.D. Manipaul,"Dheeran Shree Natraj, Reshma Venkatesh, Aruldoss"
1179,Eleven,"Crime, Thriller",Lokkesh Ajls,"Naveen Chandra, Abhirami, Riythvika"
1180,Ini Oru Kadhal Seivom,"Romance, Comedy",S. Hariharan,"Ajay Balakrishna, Suveta Shrimpton, KPY Thidiyan"
1181,Thozhar Cheguevara,"Action, Drama",Alex A D,"Sathyaraj, Rajendran, Cool Suresh"
1182,Dhil Raja,"Action, Drama",A. Venkatesh,"Vijay Sathya, Sherin Shringar, Vanitha Vijayakumar"
1183,Haraa,"Action, Thriller",Vijay Sri G,"Mohan, Anumol, Yogi Babu"
1184,Hit List,"Crime, Drama, Thriller",Sooryakathir Kaakkallar,"Vijay Kanishka, R. Sarathkumar, Samuthirakani"
1185,Vasco Da Gama,"Comedy, Thriller",R.G. Krishnan,"Nakul, K. S. Ravikumar, Arthana Binu"
1186,Maya Puthagam,"Horror, Thriller",Rama Jayaprakash,"Ashok Kumar Balakrishnan, Srikanth, Abarnathi"
1187,Ettum Varai Ettu,Drama,Vel Wishvaa,"Nandha kumar, Prathyangira Rose, Adukalam Naren"
1188,Veedu,Drama,Sivakumar Vengadesan,"Siva, unknown, unknown"
1189,Aaragan,"Fantasy, Thriller",Arun KR,"Michael Thangadurai, Kavipriya Manoharan, Sriranjini"
1190,Oru Nodi,"Crime, Thriller, Drama",B. Manivarman,"Thaman Kumar, M. S. Bhaskar, Vela Ramamoorthy"
1191,Happy Birthday Luci,"Crime, Horror",S.M.Mohammed Azarudeen,"Karthik Sasidharan, Seethulakshmi, Sanjeev Srinivas"
1192,Il Tha Ka Sai Aa,Thriller,Sadha Nadar,"Sadha Nadar, Monica Selena, K Sudhanthiran"
1193,Deepavali Bonus,"Family, Drama",Jeyabal .J,"Vikranth, Riythvika, unknown"
1194,Idi Minnal Kadhal,"Action, Drama",Balaji Madhavan,"Ciby Bhuvana Chandran, Bhavya Trikha, Jay Adithya"
1195,Dandupalayam,"Crime, Thriller",Tiger Venkaat,"Sonia Agarwal, Vanitha Vijayakumar, Tiger Venkaat"
1196,Konjam Pesinaal Yenna,"Comedy, Romance",Giri Murphy,"Vinoth Kishan, Keerthi Pandian, V.J. Ashiq"
1197,Sattam En Kaiyil,Thriller,Chachi,"Sathish, Pavel Navageethan, Ajay Raj"
1198,Rail,Drama,Bhaskar Sakthi,"Kungumaraj Muthusamy, Parvaiz Mahroo, Vairamala"
1199,Thookudurai,"Comedy, Drama",Dennis Manjunath,"Yogi Babu, Iniya, Rajendran"
1200,Nalla Perai Vaanga Vendum Pillaigale,Comedy,Prasath Ramar,"Senthur Pandian, Preethy Karan, Suresh Mathiyalagan"
1201,Kanmani Paappa,"Thriller, Horror",Manivarman,"Miya Sree, Manasvi Kottachi, Thaman Kumar"
1202,The Verdict,"Crime, Drama",Krishna Sankar,"Suhasini, Michael Edenbaum, D'Ann Connelly"
1203,Veppam Kulir Mazhai,Thriller,Pascal Vedamuthu,"Dhirav, Ismath Banu, M. S. Bhaskar"
1204,Kozhipannai Chelladurai,Drama,Seenu Ramasamy,"Aegan A, Brigida Saga, Sathya devi"
1205,Seeran,"Action, Drama",Durai K Murugan,"James Karthik, Iniya, Sonia Agarwal"
1206,Kavundampalayam,"Action, Drama",Ranjith,"Ranjith, Alfia Babu, Imman Annachi"
1207,Rooban,,Ayyappan Subramani,"Vijay Prasath, Gayatri Rema, Charle"
1208,Yaavarum Vallavare,"Drama, Thriller",N.A. Rajendra Chakravarthy,"Samuthirakani, Arundhathi Nair, Riythvika"
1209,Lemons Are Not Sour,"Drama, Family, Romance",Marun,"Mekha Rajan, Aishwarya, PK"
1210,Travel La Oru Kadhal,"Romance, Drama",Krish,"Lee, Nivetha, Vaikom Vijayalakshmi"
1211,Local Sarakku,Comedy,S. P. Rajkumar,"Dinesh, Yogi Babu, Upasana Rai"
1212,Minmini,Drama,Halitha Shameem,"Esther Anil, Pravin Kishore, Gaurav Kaalai"
1213,DeAr,"Comedy, Romance",Anand Ravichandran,"G. V. Prakash Kumar, Aishwarya Rajesh, Kaali Venkat"
1214,Dhanussh,,S. Mathan,"Mano, Yasmin Nadiah, Thasha"
1215,Ippadiku Kadhal,"Romance, Drama",Bharath Mohan,"Bharath Srinivasan, Janani Iyer, Sonakshi Singh Rawat"
1216,The Akaali,Thriller,Mohamed Asif Hameed,"Nassar, Thalaivasal Vijay, Jayakumar"
1217,Bujji at Anupatti,Drama,Raam Kandasamy,"Karthik Vijay, Lavanya Kanmani, Meena Gopalakrishnan"
1218,Arimapatti Sakthivel,Drama,Ramesh Kandhasamy,"Charle, Pavan K, Meghana Ellen"
1219,Tractor,Drama,Ramesh Yanthra,"Prabhakaran Jayaraman, Sweetha Pradhap, Jayalakshmi Pillaiyarpatti"
1220,P2,"Horror, Thriller",Sivam,"Bhagath Vikranth, Sidhu Kumarsen, Ilavarasu"
1221,Operation Laila,"Horror, Thriller",A. Venkatesh,"Srikanth, Siddhika Sharma, Imman Annachi"
1222,Amigo Garage,"Action, Thriller",Prasanth Nagarajan,"Mahendran, G. M. Sundar, Athira Raj"
1223,Anjaamai,"Drama, Family",S.P. Subburaman,"Vidharth, Vani Bhojan, Rahman"
1224,Birthmark,"Thriller, Drama",Vikram Shreedharan,"Shabeer Kallarakkal, Mirnaa, Porkodi Senthil"
1225,Adharma Kadhaigal,"Thriller, Drama",Kamaraj Vel,"Vetri, Sakshi Agarwal, Ammu Abhirami"
1226,Kalvan,Drama,P. V. Shankar,"G. V. Prakash Kumar, Bharathiraja, Ivana"
1227,Black Gold,Documentary,Takashi Sugimoto,"unknown, unknown, unknown"
1228,Election,"Action, Thriller",Thamizh,"Vijay Kumar, Preethi Asrani, Richa Joshi"
1229,Oru Thavaru Seidhal,"Crime, Thriller",Mani Dhamodharan,"M. S. Bhaskar, Upasana Rai, Namo Narayanan"
1230,Narkarappor,Drama,Shree Vetri,"Lingesh, Abarnathi, Suresh Chandra Menon"
1231,E-Mail,Action,SR Rajan,"Ashok Kumar Balakrishnan, Ragini Dwivedi, Aadhav Balaji"
1232,J.Baby,Drama,Suresh Mari,"Urvashi, Dinesh Ravi, Lollu Sabha Maaran"
1233,Light House,"Crime, Thriller",Sree Krishna,"Ananth Nag, Vidhya Pradeep, Thalaivasal Vijay"
1234,Padikkada Pakkangal,Thriller,Selvam Mathappan,"Yashika Anand, Prajin Padmanabhan, George Mariyan"
1235,Kannethire,"Drama, Thriller",Vignesh,"Hariessvar, Ansari, Mithran"
1236,HMM – Hug Me More,Horror,Narasimman Packirisamy,"Narasimman Packirisamy, Sumirah, Anurag  Mandal"
